time_s,value
2.011000,0.000320
2.024000,0.000320
2.040000,0.000000
2.057000,0.000320
2.072000,0.000320
2.084000,0.000000
2.098000,0.000320
2.109000,0.000320
2.123000,0.000320
2.134000,0.000320
2.145000,0.000000
2.157000,0.000320
2.173000,0.000320
2.190000,0.000320
2.206000,0.000320
2.217000,0.000320
2.228000,0.000320
2.240000,0.000320
2.255000,0.000320
2.267000,0.000320
2.279000,0.000000
2.291000,0.000320
2.306000,0.000000
2.323000,0.000320
2.340000,0.000320
2.356000,0.000320
2.372000,0.395320
2.389000,1.740320
2.400000,2.240320
2.412000,2.585320
2.424000,2.875320
2.440000,3.090320
2.456000,3.270320
2.472000,3.440320
2.488000,3.595320
2.500000,3.680320
2.512000,3.760320
2.523000,3.835320
2.539000,3.910320
2.556000,3.975320
2.572000,4.015320
2.589000,4.050320
2.600000,4.070320
2.611000,4.085320
2.623000,4.110320
2.639000,4.130320
2.650000,4.150320
2.662000,4.165320
2.674000,4.185320
2.689000,4.210320
2.705000,4.230320
2.722000,4.250320
2.733000,4.260320
2.745000,4.270320
2.757000,4.275320
2.772000,4.285320
2.783000,4.290320
2.795000,4.300320
2.807000,4.310320
2.822000,4.315320
2.839000,4.325320
2.856000,4.330320
2.872000,4.335320
2.883000,4.340320
2.895000,4.340320
2.907000,4.340320
2.922000,4.335320
2.933000,4.325320
2.945000,4.310320
2.957000,4.280320
2.971000,4.235320
2.983000,4.175320
2.995000,4.110320
3.007000,4.030320
3.022000,3.890320
3.039000,3.640320
3.055000,3.165320
3.072000,2.205320
3.083000,0.775320
3.095000,0.000320
3.107000,0.000320
3.122000,0.000320
3.138000,0.000320
3.150000,0.000320
3.162000,0.000320
3.174000,0.000320
3.189000,0.000320
3.205000,0.000320
3.216000,0.000320
3.228000,0.000320
3.240000,2.600320
3.255000,3.255320
3.272000,3.675320
3.288000,3.900320
3.300000,3.995320
3.311000,4.075320
3.324000,4.140320
3.339000,4.200320
3.356000,4.265320
3.373000,4.315320
3.388000,4.345320
3.400000,4.370320
3.411000,4.390320
3.423000,4.405320
3.438000,4.420320
3.450000,4.435320
3.461000,4.445320
3.473000,4.460320
3.488000,4.475320
3.500000,4.490320
3.512000,4.500320
3.522000,4.505320
3.538000,4.520320
3.550000,4.525320
3.561000,4.530320
3.573000,4.535320
3.588000,4.545320
3.599000,4.545320
3.610000,4.555320
3.622000,4.560320
3.637000,4.565320
3.649000,4.570320
3.661000,4.570320
3.672000,4.575320
3.689000,4.585320
3.706000,4.585320
3.722000,4.590320
3.739000,4.595320
3.755000,4.595320
3.766000,4.600320
3.777000,4.600320
3.789000,4.605320
3.805000,4.605320
3.816000,4.605320
3.828000,4.610320
3.840000,4.610320
3.855000,4.610320
3.872000,4.610320
3.889000,4.610320
3.906000,4.610320
3.922000,4.610320
3.938000,4.610320
3.956000,4.610320
3.971000,4.615320
3.988000,4.610320
3.999000,4.610320
4.011000,4.610320
4.023000,4.610320
4.038000,4.610320
4.055000,4.610320
4.071000,4.610320
4.083000,4.605320
4.094000,4.605320
4.107000,4.595320
4.121000,4.580320
4.138000,4.565320
4.149000,4.565320
4.161000,4.565320
4.173000,4.565320
4.188000,4.565320
4.199000,4.565320
4.211000,4.565320
4.223000,4.565320
4.238000,4.565320
4.249000,4.570320
4.261000,4.565320
4.273000,4.570320
4.288000,4.565320
4.304000,4.565320
4.316000,4.560320
4.328000,4.560320
4.340000,4.565320
4.355000,4.565320
4.371000,4.565320
4.382000,4.565320
4.394000,4.570320
4.406000,4.570320
4.421000,4.570320
4.438000,4.575320
4.454000,4.580320
4.466000,4.580320
4.477000,4.585320
4.490000,4.585320
4.505000,4.590320
4.521000,4.590320
4.532000,4.590320
4.544000,4.595320
4.556000,4.595320
4.572000,4.595320
4.588000,4.600320
4.599000,4.600320
4.611000,4.600320
4.623000,4.605320
4.638000,4.605320
4.649000,4.605320
4.661000,4.610320
4.673000,4.610320
4.688000,4.615320
4.704000,4.615320
4.716000,4.620320
4.727000,4.620320
4.740000,4.625320
4.754000,4.625320
4.766000,4.625320
4.777000,4.630320
4.790000,4.630320
4.804000,4.630320
4.816000,4.630320
4.827000,4.635320
4.839000,4.635320
4.854000,4.635320
4.866000,4.635320
4.877000,4.635320
4.890000,4.635320
4.905000,4.635320
4.921000,4.640320
4.938000,4.640320
4.954000,4.640320
4.966000,4.645320
4.977000,4.645320
4.989000,4.645320
5.004000,4.650320
5.021000,4.650320
5.038000,4.650320
5.054000,4.650320
5.065000,4.650320
5.077000,4.650320
5.089000,4.650320
5.104000,4.650320
5.120000,4.650320
5.132000,4.655320
5.144000,4.660320
5.156000,4.665320
5.171000,4.670320
5.187000,4.675320
5.199000,4.680320
5.211000,4.685320
5.222000,4.685320
5.238000,4.685320
5.254000,4.690320
5.265000,4.685320
5.277000,4.690320
5.290000,4.690320
5.304000,4.685320
5.321000,4.680320
5.332000,4.680320
5.344000,4.680320
5.356000,4.680320
5.371000,4.680320
5.382000,4.675320
5.394000,4.675320
5.406000,4.675320
5.421000,4.675320
5.437000,4.670320
5.449000,4.665320
5.460000,4.665320
5.472000,4.665320
5.487000,4.665320
5.499000,4.665320
5.511000,4.665320
5.523000,4.660320
5.537000,4.660320
5.549000,4.660320
5.560000,4.660320
5.573000,4.660320
5.587000,4.660320
5.598000,4.660320
5.610000,4.660320
5.623000,4.660320
5.637000,4.665320
5.654000,4.670320
5.665000,4.675320
5.677000,4.675320
5.689000,4.680320
5.704000,4.680320
5.721000,4.685320
5.737000,4.685320
5.754000,4.690320
5.765000,4.690320
5.777000,4.695320
5.789000,4.695320
5.804000,4.695320
5.820000,4.690320
5.832000,4.690320
5.843000,4.690320
5.855000,4.690320
5.870000,4.685320
5.882000,4.685320
5.894000,4.685320
5.905000,4.680320
5.921000,4.680320
5.938000,4.675320
5.954000,4.675320
5.971000,4.670320
5.987000,4.665320
5.998000,4.665320
6.010000,4.665320
6.022000,4.665320
6.037000,4.660320
6.054000,4.665320
6.065000,4.665320
6.077000,4.660320
6.089000,4.660320
6.104000,4.665320
6.120000,4.665320
6.132000,4.660320
6.144000,4.660320
6.156000,4.660320
6.171000,4.665320
6.187000,4.665320
6.203000,4.670320
6.215000,4.670320
6.227000,4.670320
6.239000,4.675320
6.254000,4.675320
6.271000,4.675320
6.287000,4.680320
6.298000,4.685320
6.310000,4.685320
6.322000,4.690320
6.337000,4.685320
6.354000,4.685320
6.365000,4.680320
6.377000,4.675320
6.389000,4.670320
6.404000,4.665320
6.420000,4.655320
6.442000,4.655320
6.463000,4.655320
6.475000,4.660320
6.487000,4.665320
6.504000,4.665320
6.520000,4.665320
6.531000,4.665320
6.543000,4.665320
6.555000,4.665320
6.569000,4.665320
6.581000,4.665320
6.592000,4.670320
6.602000,4.670320
6.614000,4.675320
6.626000,4.675320
6.638000,4.675320
6.653000,4.675320
6.664000,4.675320
6.675000,4.675320
6.687000,4.675320
6.702000,4.675320
6.714000,4.675320
6.725000,4.675320
6.736000,4.675320
6.748000,4.675320
6.760000,4.675320
6.771000,4.675320
6.785000,4.675320
6.797000,4.675320
6.809000,4.670320
6.820000,4.655320
6.835000,4.645320
6.846000,4.640320
6.858000,4.640320
6.870000,4.640320
6.881000,4.645320
6.893000,4.655320
6.905000,4.660320
6.918000,4.665320
6.930000,4.665320
6.942000,4.660320
6.954000,4.655320
6.968000,4.650320
6.980000,4.650320
6.992000,4.655320
7.003000,4.660320
7.015000,4.665320
7.026000,4.665320
7.038000,4.670320
7.052000,4.675320
7.064000,4.675320
7.076000,4.675320
7.087000,4.675320
7.102000,4.670320
7.113000,4.660320
7.125000,4.655320
7.136000,4.655320
7.148000,4.655320
7.159000,4.655320
7.171000,4.660320
7.185000,4.660320
7.197000,4.660320
7.208000,4.655320
7.220000,4.640320
7.235000,4.590320
7.247000,4.550320
7.258000,4.530320
7.270000,4.520320
7.285000,4.520320
7.297000,4.520320
7.308000,4.510320
7.319000,4.490320
7.331000,4.470320
7.343000,4.435320
7.354000,4.390320
7.368000,4.300320
7.380000,4.170320
7.391000,3.950320
7.403000,3.630320
7.414000,3.155320
7.426000,2.860320
7.437000,2.390320
7.452000,2.105320
7.464000,1.900320
7.475000,1.420320
7.487000,1.045320
7.503000,0.865320
7.514000,1.115320
7.526000,1.450320
7.538000,1.960320
7.552000,2.560320
7.564000,2.825320
7.576000,3.035320
7.588000,3.225320
7.603000,3.395320
7.620000,3.475320
7.636000,3.505320
7.648000,3.495320
7.659000,3.470320
7.671000,3.485320
7.687000,3.540320
7.703000,3.575320
7.720000,3.620320
7.736000,3.785320
7.753000,4.025320
7.770000,4.185320
7.786000,4.305320
7.803000,4.395320
7.814000,4.445320
7.826000,4.475320
7.838000,4.500320
7.853000,4.525320
7.864000,4.540320
7.876000,4.555320
7.888000,4.565320
7.903000,4.575320
7.914000,4.580320
7.926000,4.585320
7.938000,4.590320
7.953000,4.595320
7.970000,4.600320
7.986000,4.605320
7.997000,4.610320
8.009000,4.615320
8.022000,4.620320
8.036000,4.625320
8.053000,4.625320
8.064000,4.630320
8.076000,4.635320
8.088000,4.635320
8.103000,4.640320
8.119000,4.645320
8.136000,4.645320
8.147000,4.645320
8.159000,4.645320
8.171000,4.650320
8.186000,4.650320
8.197000,4.650320
8.209000,4.655320
8.221000,4.655320
8.236000,4.655320
8.247000,4.655320
8.259000,4.660320
8.271000,4.660320
8.286000,4.660320
8.302000,4.655320
8.314000,4.650320
8.326000,4.645320
8.338000,4.645320
8.352000,4.650320
8.364000,4.645320
8.376000,4.650320
8.388000,4.650320
8.402000,4.650320
8.414000,4.650320
8.426000,4.650320
8.438000,4.650320
8.452000,4.650320
8.469000,4.650320
8.480000,4.650320
8.492000,4.650320
8.505000,4.650320
8.519000,4.650320
8.530000,4.650320
8.542000,4.650320
8.555000,4.645320
8.569000,4.645320
8.580000,4.645320
8.592000,4.645320
8.604000,4.645320
8.619000,4.645320
8.630000,4.645320
8.642000,4.650320
8.655000,4.645320
8.669000,4.645320
8.686000,4.640320
8.697000,4.640320
8.709000,4.635320
8.721000,4.630320
8.736000,4.620320
8.752000,4.610320
8.764000,4.595320
8.775000,4.585320
8.787000,4.565320
8.803000,4.545320
8.819000,4.525320
8.830000,4.515320
8.842000,4.505320
8.854000,4.495320
8.869000,4.485320
8.886000,4.475320
8.902000,4.470320
8.914000,4.470320
8.925000,4.470320
8.938000,4.470320
8.953000,4.480320
8.969000,4.490320
8.985000,4.505320
8.997000,4.520320
9.009000,4.530320
9.021000,4.540320
9.036000,4.555320
9.052000,4.570320
9.064000,4.580320
9.075000,4.585320
9.087000,4.595320
9.102000,4.605320
9.113000,4.610320
9.125000,4.620320
9.138000,4.625320
9.152000,4.625320
9.163000,4.625320
9.175000,4.625320
9.187000,4.625320
9.202000,4.625320
9.219000,4.625320
9.235000,4.625320
9.247000,4.620320
9.258000,4.625320
9.270000,4.625320
9.286000,4.630320
9.302000,4.630320
9.313000,4.630320
9.325000,4.635320
9.338000,4.640320
9.353000,4.640320
9.369000,4.640320
9.386000,4.640320
9.402000,4.640320
9.413000,4.640320
9.425000,4.635320
9.437000,4.630320
9.452000,4.625320
9.463000,4.620320
9.475000,4.620320
9.487000,4.620320
9.502000,4.625320
9.513000,4.625320
9.525000,4.625320
9.538000,4.625320
9.552000,4.625320
9.569000,4.630320
9.585000,4.635320
9.597000,4.635320
9.608000,4.635320
9.620000,4.635320
9.635000,4.630320
9.647000,4.635320
9.658000,4.635320
9.671000,4.635320
9.685000,4.640320
9.697000,4.640320
9.708000,4.640320
9.721000,4.635320
9.735000,4.635320
9.752000,4.635320
9.768000,4.635320
9.780000,4.635320
9.792000,4.635320
9.804000,4.635320
9.819000,4.640320
9.835000,4.640320
9.852000,4.640320
9.868000,4.640320
9.880000,4.640320
9.892000,4.640320
9.904000,4.640320
9.919000,4.645320
9.935000,4.645320
9.952000,4.640320
9.963000,4.645320
9.975000,4.640320
